date,meal,food,quant,calories,carbs,fat,protein,sodium,sugar
2024-05-02,snacks,"Hacendado - Bebida soja baunilha 0%, 250 ml",250,80.0,4.0,4.0,8.0,0.0,0.0
2024-05-03,breakfast,"Biotech Usa - Iso Whey Zero, 25 grammi",25,93.0,1.0,0.0,21.0,0.0,0.0
2024-05-03,breakfast,"Ensaladilla: - Ensaladilla Rusa, 70 gr",70,133.0,6.0,11.0,4.0,84.0,2.0
2024-05-03,breakfast,"Silueta - Pan integral cereales sin corteza, 56 gramo",56,136.0,22.0,2.0,7.0,0.0,0.0
2024-05-03,lunch,"Restaurant Ramen - Ramen, 1 bowl",1,750.0,55.0,15.0,25.0,2000.0,0.0
2024-05-03,lunch,"Wu's Ramen - Gyoza, 4 pieces",4,206.0,28.0,7.0,8.0,580.0,0.0
2024-05-03,dinner,"mayonesa - Mayonesa, 1 cucharada",1,90.0,0.0,10.0,0.0,0.0,0.0
2024-05-03,dinner,"Pimiento Morrón, 1 pepper",1,32.0,8.0,0.0,1.0,2.0,4.0
2024-05-03,dinner,"Morcilla de arroz - Morcilla, 40 gramo",40,114.0,7.0,8.0,2.0,0.0,0.0
2024-05-03,dinner,"Pan - Pan Blanco ✓, 60 g",60,153.0,33.0,0.0,4.0,300.0,3.0
2024-05-03,dinner,"Supersol - Tortilla De Patatas, 200 g",200,270.0,30.0,12.0,8.0,0.0,0.0
2024-05-03,dinner,"Chuleton - Chuleton añojo, 300 gramo",300,483.0,2.0,24.0,66.0,168.0,0.0
2024-05-03,dinner,"Generic - Vino Tinto, 1 Copa 150 Cc., 2 copa 150 gr.",2,214.0,1.0,0.0,1.0,12.0,0.0
2024-05-03,dinner,"Ensalada De Tomate Y Atún - Ensalada, 75 gr.",75,139.0,8.0,5.0,10.0,0.0,0.0
2024-05-03,dinner,"Homemade - Patatas Fritas, 80 gr",80,208.0,14.0,16.0,2.0,120.0,0.0
2024-05-03,snacks,"Supersol - Tortilla De Patatas, 80 g",80,108.0,12.0,5.0,3.0,0.0,0.0
2024-05-04,breakfast,"Supersol - Tortilla De Patatas, 120 g",120,162.0,18.0,7.0,5.0,0.0,0.0
2024-05-04,lunch,"Estofado De Ternera - Estofado De Ternera, 300 gram",300,375.0,11.0,23.0,31.0,869.0,1.0
2024-05-04,lunch,"Arroz Blanco - Arroz Blanco Cocido, 100 gram",100,185.0,40.0,0.0,4.0,525.0,0.0
2024-05-04,dinner,"Heineken - Cerveza Sin Alcohol 00, 59.4 cl",59.4,124.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,dinner,"Knoweats - Tacos de cochinita pibil, 400 g",400,952.0,55.0,61.0,44.0,2800.0,1.0
2024-05-04,dinner,"Consum - Enpanadillas, 20 gramo",20,81.0,8.0,5.0,2.0,0.0,0.0
2024-05-04,dinner,"Wholly Guacamole - Homestyle Guacamole, 80 gram",80,120.0,5.0,11.0,0.0,307.0,0.0
2024-05-04,dinner,"Totopos, 25 chip",25,448.0,67.0,18.0,9.0,362.0,1.0
2024-05-04,snacks,"Biotech Usa - Iso Whey Zero, 40 grammi",40,149.0,2.0,1.0,34.0,0.0,0.0
2024-05-04,snacks,"Apple, 0.5 medium",0.5,52.0,14.0,0.0,0.0,1.0,10.0
2024-05-05,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.5 cucharadita de café (7ml)",0.5,30.0,0.0,4.0,0.0,0.0,0.0
2024-05-05,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-05-05,breakfast,"Arroz Blanco - Arroz Blanco Cocido, 80 gram",80,148.0,32.0,0.0,3.0,420.0,0.0
2024-05-05,lunch,"Peru - Arroz Chaufa De Pollo, 120 g",120,215.0,34.0,5.0,7.0,292.0,0.0
2024-05-05,lunch,"Palacios - cuartos asados pollo, 1 racion",1,658.0,3.0,25.0,81.0,0.0,1.0
2024-05-05,lunch,"Homemade - Patatas Fritas, 100 gr",100,260.0,18.0,20.0,3.0,150.0,0.0
2024-05-05,lunch,"mayonesa - Mayonesa, 2 cucharada",2,180.0,0.0,20.0,0.0,0.0,0.0
2024-05-05,lunch,"Natalie's Peruvian - Causa, 3 in by  in",3,262.0,18.0,17.0,13.0,330.0,0.0
2024-05-05,lunch,"Ensalada - Lechuga 123, 25 gr",25,5.0,1.0,0.0,0.0,3.0,0.0
2024-05-05,dinner,"tierra burrito - Burrito Pollo sin salsa, 100 gr",100,725.0,83.0,23.0,47.0,0.0,0.0
2024-05-05,snacks,"Maurten - Gel100, 40 gramos",40,100.0,25.0,0.0,0.0,85.0,25.0
2024-05-05,snacks,"Plátano - Platano, 1 pieza",1,105.0,27.0,0.0,1.0,0.0,14.0
2024-05-06,breakfast,"Carrefour - Salmón Noruego Ahumado en Lonchas, 70 gramos",70,148.0,1.0,9.0,16.0,2240.0,1.0
2024-05-06,breakfast,"Roig - Clara de huevo, 250 gr",250,125.0,3.0,1.0,25.0,0.0,3.0
2024-05-06,breakfast,"Silueta - Pan integral cereales sin corteza, 28 gramo",28,68.0,11.0,1.0,4.0,0.0,0.0
2024-05-06,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-05-06,lunch,"Ensalada Polllo Ofi Bain, 1.2 serving",1.2,667.0,29.0,42.0,45.0,80.0,8.0
2024-05-06,dinner,"Ameztoi - Pasta Bolognesa, 100 gramo",100,126.0,17.0,4.0,5.0,368.0,3.0
2024-05-06,dinner,"Esparragos Trigueros - Esparragos Trigueros Verdes, 80 g",80,17.0,2.0,0.0,2.0,3.0,1.0
2024-05-06,dinner,"Usda - Camote (Hervido), 60 gr",60,68.0,12.0,2.0,1.0,36.0,5.0
2024-05-06,dinner,"pollo empanado - pollo empanado , 300 gramos",300,312.0,26.0,2.0,48.0,0.0,0.0
2024-05-07,breakfast,"Biotech Usa - Iso Whey Zero, 50 grammi",50,186.0,3.0,1.0,42.0,0.0,0.0
2024-05-07,breakfast,"Hacendado - Salvado de Avena, 50 g",50,179.0,22.0,4.0,9.0,0.0,1.0
2024-05-07,breakfast,"Frambuesa - Frambuesa, 50 g",50,13.0,3.0,0.0,1.0,0.0,0.0
2024-05-07,lunch,"Home - Hamburguesa, 1.2 piece",1.2,594.0,48.0,30.0,32.0,0.0,0.0
2024-05-07,lunch,"Homemade - Patatas Fritas, 100 gr",100,260.0,18.0,20.0,3.0,150.0,0.0
2024-05-07,lunch,"mayonesa - Mayonesa, 1 cucharada",1,90.0,0.0,10.0,0.0,0.0,0.0
2024-05-07,dinner,"Supersol - Tortilla De Patatas, 150 g",150,203.0,23.0,9.0,6.0,0.0,0.0
2024-05-07,dinner,"Frinosa atun lata - Atun lata, 35 gramos",35,89.0,0.0,7.0,7.0,66.0,0.0
2024-05-07,dinner,"Ensalada - Lechuga 123, 25 gr",25,5.0,1.0,0.0,0.0,3.0,0.0
2024-05-07,snacks,"Carrefour - Barritas Cereales Avellana, 1 barrita",1,85.0,13.0,3.0,2.0,120.0,5.0
2024-05-07,snacks,"Smoked salmon, 50 gram",50,59.0,0.0,2.0,9.0,336.0,0.0
2024-05-08,breakfast,"Roig - Clara de huevo, 30 gr",30,15.0,0.0,0.0,3.0,0.0,0.0
2024-05-08,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-05-08,breakfast,"pan de semillas - pan semillas, 100 gramos",100,286.0,47.0,7.0,7.0,536.0,0.0
2024-05-08,breakfast,"Jamon de pavo - Jamon, 5 rebanada",5,180.0,3.0,7.0,25.0,1580.0,2.0
2024-05-08,breakfast,"Aceite oliva - Aceite, 0.4 cucharada (14gr)",0.4,50.0,0.0,6.0,0.0,0.0,0.0
2024-05-08,breakfast,"tomate rallado natural - tomate rallado natural, 2 rebanada",2,38.0,7.0,1.0,0.0,0.0,0.0
2024-05-08,lunch,"lentejas de verduras - lentejas con verduras, 416 grs",416,313.0,33.0,10.0,16.0,0.0,0.0
2024-05-08,lunch,"Pescado - Tilapia, 200 gram",200,192.0,0.0,3.0,40.0,104.0,0.0
2024-05-08,lunch,"Fruta: Sandia C&T - Sandia, 100 g.",100,30.0,8.0,0.0,1.0,1.0,6.0
2024-05-08,dinner,"Home - Hamburguesa, 1.2 piece",1.2,594.0,48.0,30.0,32.0,0.0,0.0
2024-05-08,dinner,"Homemade - Patatas Fritas, 100 gr",100,260.0,18.0,20.0,3.0,150.0,0.0
2024-05-08,dinner,"mahou 5 estrellas - cerveza, 330 ml",330,162.0,12.0,0.0,1.0,0.0,0.0
2024-05-08,dinner,"mayonesa - Mayonesa, 2 cucharada",2,180.0,0.0,20.0,0.0,0.0,0.0
2024-05-08,dinner,"Casera - Alita De Pollo Frita, 2 alita",2,178.0,0.0,13.0,15.0,240.0,0.0
2024-05-08,snacks,"Cacao barra - Cacao 70%, 10 gr",10,57.0,3.0,4.0,1.0,0.0,0.0
2024-05-09,breakfast,"Roig - Clara de huevo, 30 gr",30,15.0,0.0,0.0,3.0,0.0,0.0
2024-05-09,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-05-09,breakfast,"pan de semillas - pan semillas, 100 gramos",100,286.0,47.0,7.0,7.0,536.0,0.0
2024-05-09,breakfast,"Aceite oliva - Aceite, 0.4 cucharada (14gr)",0.4,50.0,0.0,6.0,0.0,0.0,0.0
2024-05-09,breakfast,"tomate rallado natural - tomate rallado natural, 2 rebanada",2,38.0,7.0,1.0,0.0,0.0,0.0
2024-05-09,breakfast,"Jamon de pavo - Jamon, 4 rebanada",4,144.0,2.0,5.0,20.0,1264.0,2.0
2024-05-09,lunch,"Pan - Pan Blanco ✓, 35 g",35,89.0,19.0,0.0,2.0,175.0,2.0
2024-05-09,lunch,"Gazpacho - Gazpacho Andaluz (Sin Pan), 250 ml",250,88.0,5.0,7.0,2.0,0.0,0.0
2024-05-09,lunch,"Galia - Melon, 80 g - 1/4 melon",80,30.0,7.0,0.0,1.0,15.0,7.0
2024-05-09,lunch,"Estofado De Ternera - Estofado De Ternera, 250 gram",250,313.0,9.0,19.0,26.0,724.0,1.0
2024-05-09,dinner,"Pans and Company - Bocadillo Jamon Serrano, 125 gr",125,600.0,70.0,20.0,34.0,0.0,0.0
2024-05-09,dinner,"Fusili Pasta - Pasta, 40 g",40,149.0,30.0,1.0,2.0,3.0,1.0
2024-05-09,dinner,"Huevo Frito Mediano (50g) - Huevo Frito, 1 huevo",1,116.0,1.0,10.0,7.0,86.0,0.0
2024-05-09,dinner,"Roig - Clara de huevo, 50 gr",50,25.0,1.0,0.0,5.0,0.0,1.0
2024-05-10,breakfast,"Carrefour - Barritas Cereales Avellana, 1 barrita",1,85.0,13.0,3.0,2.0,120.0,5.0
2024-05-10,breakfast,"Roig - Clara de huevo, 125 gr",125,63.0,1.0,1.0,13.0,0.0,1.0
2024-05-10,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-05-10,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.5 cucharadita de café (7ml)",0.5,30.0,0.0,4.0,0.0,0.0,0.0
2024-05-10,breakfast,"Silueta - Pan integral cereales sin corteza, 56 gramo",56,136.0,22.0,2.0,7.0,0.0,0.0
2024-05-10,lunch,"California Maki, 1.5 roll (8 pieces)",1.5,523.0,57.0,28.0,12.0,805.0,11.0
2024-05-10,lunch,"Tempura - Vegetable, 3.6 Pieces",3.6,192.0,15.0,13.0,3.0,126.0,3.0
2024-05-10,dinner,"Mahou - Lata cerveza sin alcohol, 331 ml",331,83.0,15.0,0.0,1.0,0.0,5.0
2024-05-10,dinner,"Patatas fritas - Patatas fritas, 40 g",40,213.0,23.0,12.0,2.0,0.0,0.0
2024-05-10,dinner,"Mercadona - Merluza A La Plancha, 220.0 gr",220.0,251.0,0.0,6.0,49.0,0.0,0.0
2024-05-10,dinner,"delfín - coquina pasteurizada, 20 gramo",20,14.0,0.0,0.0,3.0,0.0,0.0
2024-05-10,dinner,"Pan - Pan Blanco ✓, 60 g",60,153.0,33.0,0.0,4.0,300.0,3.0
2024-05-10,dinner,"anchoas - anchoas, 50 gramo",50,89.0,0.0,4.0,13.0,0.0,0.0
2024-05-10,dinner,"menestra verduras LC - menestra de verduras, 100 gramo",100,34.0,5.0,0.0,3.0,0.0,0.0
2024-05-10,dinner,"Patatas - Hervidas, 50 gr",50,39.0,9.0,0.0,1.0,0.0,0.0
2024-05-10,dinner,"Aceite Oliva - Aceite Oliva 7ml, 1.5 cucharadita de café (7ml)",1.5,90.0,0.0,11.0,0.0,0.0,0.0
2024-05-10,snacks,"Plátano - Platano, 1 pieza",1,105.0,27.0,0.0,1.0,0.0,14.0
2024-05-11,breakfast,"Supersol - Tortilla De Patatas, 150 g",150,203.0,23.0,9.0,6.0,0.0,0.0
2024-05-11,lunch,"Ameztoi - Pasta Bolognesa, 500 gramo",500,630.0,83.0,22.0,26.0,1840.0,17.0
2024-05-11,dinner,"Home - Hamburguesa, 1.2 piece",1.2,594.0,48.0,30.0,32.0,0.0,0.0
2024-05-11,dinner,"Home - Hamburguesa, 0.35 piece",0.35,173.0,14.0,9.0,9.0,0.0,0.0
2024-05-11,dinner,"Air Frier - Fritas Air Frier, 140 g",140,165.0,26.0,5.0,1.0,112.0,0.0
2024-05-11,dinner,"mayonesa - Mayonesa, 1.5 cucharada",1.5,135.0,0.0,15.0,0.0,0.0,0.0
2024-05-11,snacks,"226ers - Vegan Recovery Drink Vainilla, 50 gr",50,198.0,21.0,3.0,22.0,600.0,1.0
2024-05-12,breakfast,"Supersol - Tortilla De Patatas, 150 g",150,203.0,23.0,9.0,6.0,0.0,0.0
2024-05-12,lunch,"Aji De Gallina, 160 gram(s)",160,236.0,16.0,12.0,15.0,174.0,4.0
2024-05-12,lunch,"Arroz Blanco - Arroz Blanco Cocido, 80 gram",80,148.0,32.0,0.0,3.0,420.0,0.0
2024-05-12,lunch,"Homemade - Sopa De Pollo, 2.25 cup",2.25,231.0,0.0,3.0,18.0,1538.0,2.0
2024-05-12,dinner,"Air Frier - Fritas Air Frier, 250 g",250,294.0,47.0,10.0,1.0,200.0,0.0
2024-05-12,dinner,"mayonesa - Mayonesa, 1 cucharada",1,90.0,0.0,10.0,0.0,0.0,0.0
2024-05-12,dinner,"Mahou - Cerveza Mahou Tostada 0,0, 325 ml",325,34.0,8.0,0.0,0.0,0.0,4.0
2024-05-12,dinner,"Jamon Serrano - Jamon Serrano Bellota, 50 gr",50,121.0,0.0,7.0,14.0,0.0,0.0
2024-05-12,dinner,"Entrecot añojo - Lomo alto, 370 g",370,566.0,3.0,24.0,84.0,0.0,0.0
2024-05-12,snacks,"Ameztoi - Pasta Bolognesa, 150 gramo",150,189.0,25.0,7.0,8.0,552.0,5.0
2024-05-12,snacks,"226ers - Vegan Recovery Drink Vainilla, 25 gr",25,99.0,11.0,1.0,11.0,300.0,0.0
2024-05-13,dinner,"Huevo Frito Mediano (50g) - Huevo Frito, 1 huevo",1,116.0,1.0,10.0,7.0,86.0,0.0
2024-05-13,dinner,"Arroz Blanco - Arroz Blanco Cocido, 70 gram",70,130.0,28.0,0.0,3.0,367.0,0.0
2024-05-13,snacks,"Aquarius - bajo en calorias, 330 ml",330,59.0,15.0,0.0,0.0,0.0,15.0
2024-05-13,snacks,"Lactoflora suero oral - Suero oral, 4 sobre",4,84.0,20.0,0.0,0.0,1.0,0.0
2024-05-14,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-05-14,breakfast,"Roig - Clara de huevo, 85 gr",85,43.0,1.0,0.0,9.0,0.0,1.0
2024-05-14,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 1 cucharadita de café (7ml)",1,60.0,0.0,7.0,0.0,0.0,0.0
2024-05-14,breakfast,"Silueta - Pan integral cereales sin corteza, 56 gramo",56,136.0,22.0,2.0,7.0,0.0,0.0
2024-05-14,lunch,"Pescado - Tilapia, 200 gram",200,192.0,0.0,3.0,40.0,104.0,0.0
2024-05-14,lunch,"Patatas - Hervidas, 50 gr",50,39.0,9.0,0.0,1.0,0.0,0.0
2024-05-14,lunch,"Aceite Oliva - Aceite Oliva 7ml, 1 cucharadita de café (7ml)",1,60.0,0.0,7.0,0.0,0.0,0.0
2024-05-14,lunch,"lentejas de verduras - lentejas con verduras, 416 grs",416,313.0,33.0,10.0,16.0,0.0,0.0
2024-05-14,dinner,"mayonesa - Mayonesa, 1 cucharada",1,90.0,0.0,10.0,0.0,0.0,0.0
2024-05-14,dinner,"menestra verduras LC - menestra de verduras, 100 gramo",100,34.0,5.0,0.0,3.0,0.0,0.0
2024-05-14,dinner,"Pescado - Tilapia, 250 gram",250,240.0,0.0,4.0,50.0,130.0,0.0
2024-05-14,dinner,"Patatas - Hervidas, 100 gr",100,78.0,17.0,0.0,3.0,0.0,0.0
2024-05-15,breakfast,"Plátano - Platano, 0.8 pieza",0.8,84.0,22.0,0.0,1.0,0.0,12.0
2024-05-15,breakfast,"Biotech Usa - Iso Whey Zero, 25 grammi",25,93.0,1.0,0.0,21.0,0.0,0.0
2024-05-15,breakfast,"oats - copos de avena, 50 g",50,185.0,28.0,4.0,6.0,0.0,0.0
2024-05-15,breakfast,"Yo Soy - Bebida De Avena, 100 ml",100,46.0,8.0,1.0,1.0,0.0,5.0
2024-05-15,breakfast,"Pasa - Pasa, 12 g",12,28.0,6.0,0.0,0.0,0.0,0.0
2024-05-15,lunch,"Air Frier Asian Chicken, 1.5 serving",1.5,447.0,14.0,14.0,63.0,1249.0,8.0
2024-05-15,lunch,"Arroz Blanco - Arroz Blanco Cocido, 130 gram",130,241.0,52.0,1.0,5.0,682.0,0.0
2024-05-15,dinner,"Crackers, 2 crackers",2,33.0,4.0,2.0,0.0,46.0,1.0
2024-05-15,dinner,"Smoked salmon, 35 gram",35,41.0,0.0,2.0,6.0,235.0,0.0
2024-05-15,snacks,"Quick Add, 1 serving(s)",1,1050.0,130.0,50.0,20.0,0.0,0.0
2024-05-15,snacks,"mahou 5 estrellas - cerveza, 330 ml",330,162.0,12.0,0.0,1.0,0.0,0.0
2024-05-16,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.8 cucharadita de café (7ml)",0.8,48.0,0.0,6.0,0.0,0.0,0.0
2024-05-16,breakfast,"Smoked salmon, 29 gram",29,34.0,0.0,1.0,5.0,195.0,0.0
2024-05-16,breakfast,"Aguacate - Aguacate, 40 gram",40,64.0,3.0,6.0,1.0,3.0,0.0
2024-05-16,breakfast,"Crackers, 4 crackers",4,65.0,8.0,3.0,1.0,93.0,1.0
2024-05-16,lunch,"Casera - Rodaballo, 375 gr",375,308.0,0.0,6.0,62.0,427.0,0.0
2024-05-16,lunch,"Pescado frito - Filete de pescado frito, 100 gramo",100,206.0,7.0,11.0,18.0,134.0,0.0
2024-05-16,lunch,"dim sum - dim sum gambes, 100 gr",100,205.0,25.0,8.0,5.0,0.0,0.0
2024-05-16,lunch,"Shrimp - Fried (Medium), 6 Shrimps",6,150.0,7.0,8.0,12.0,295.0,0.0
2024-05-16,dinner,"226ers - Vegan Recovery Drink Vainilla, 50 gr",50,198.0,21.0,3.0,22.0,600.0,1.0
2024-05-16,dinner,"Arroz Blanco - Arroz Blanco Cocido, 60 gram",60,111.0,24.0,0.0,2.0,315.0,0.0
2024-05-16,snacks,"Plátano - Platano, 1 pieza",1,105.0,27.0,0.0,1.0,0.0,14.0
2024-05-17,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.8 cucharadita de café (7ml)",0.8,48.0,0.0,6.0,0.0,0.0,0.0
2024-05-17,breakfast,"Aguacate - Aguacate, 40 gram",40,64.0,3.0,6.0,1.0,3.0,0.0
2024-05-17,breakfast,"Smoked salmon, 75 gram",75,88.0,0.0,3.0,14.0,504.0,0.0
2024-05-17,breakfast,"Crackers, 5 crackers",5,82.0,10.0,4.0,1.0,116.0,1.0
2024-05-17,lunch,"Ensalada Polllo Ofi Bain, 1 serving",1,556.0,24.0,35.0,38.0,66.0,7.0
2024-05-17,lunch,"Arroz Blanco - Arroz Blanco Cocido, 110 gram",110,204.0,44.0,0.0,4.0,577.0,0.0
2024-05-17,dinner,"Quick Add, 1 serving(s)",1,1285.0,160.0,45.0,60.0,0.0,0.0
2024-05-17,snacks,"Carrefour - Barritas Cereales Avellana, 1 barrita",1,85.0,13.0,3.0,2.0,120.0,5.0
2024-05-18,breakfast,"De Nuestra Tierra - Mollete de Antequera con Salvado, 70 grams",70,178.0,35.0,1.0,6.0,0.0,3.0
2024-05-18,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.8 cucharadita de café (7ml)",0.8,48.0,0.0,6.0,0.0,0.0,0.0
2024-05-18,breakfast,"tomate rallado natural - tomate rallado natural, 2 rebanada",2,38.0,7.0,1.0,0.0,0.0,0.0
2024-05-18,breakfast,"Jamon Serrano - Jamon Serrano Bellota, 30 gr",30,73.0,0.0,4.0,9.0,0.0,0.0
2024-05-18,lunch,"Curry Rojo De Pato Asado, 0.8 taza",0.8,343.0,24.0,24.0,11.0,673.0,17.0
2024-05-18,lunch,"Mak Mak - Kra pao shirmp, 1 cup",1,310.0,41.0,24.0,11.0,960.0,6.0
2024-05-18,lunch,"Arroz Blanco - Arroz Blanco Cocido, 130 gram",130,241.0,52.0,1.0,5.0,682.0,0.0
2024-05-18,dinner,"Arroz Blanco - Arroz Blanco Cocido, 100 gram",100,185.0,40.0,0.0,4.0,525.0,0.0
2024-05-18,dinner,"Air Frier Asian Chicken, 1 serving",1,298.0,9.0,9.0,42.0,833.0,5.0
2024-05-18,snacks,"226ers - Vegan Recovery Drink Vainilla, 25 gr",25,99.0,11.0,1.0,11.0,300.0,0.0
2024-05-18,snacks,"Biotech Usa - Iso Whey Zero, 25 grammi",25,93.0,1.0,0.0,21.0,0.0,0.0
2024-05-18,snacks,"Mak Mak - Kra pao shirmp, 0.7 cup",0.7,217.0,29.0,17.0,8.0,672.0,4.0
2024-05-19,breakfast,"Arroz Blanco - Arroz Blanco Cocido, 75 gram",75,139.0,30.0,0.0,3.0,393.0,0.0
2024-05-19,breakfast,"Air Frier Asian Chicken, 1 serving",1,298.0,9.0,9.0,42.0,833.0,5.0
2024-05-19,lunch,"Novilho Rodizio - Rodizio Carne E Japones, 1.3 cup",1.3,1300.0,156.0,104.0,104.0,1300.0,0.0
2024-05-19,dinner,"Hacendado - Tortitas, Fajitas, Wraps de Avena, 60 gr",60,172.0,24.0,4.0,9.0,780.0,1.0
2024-05-19,dinner,"Carrefour - Cebolla Blanca, 165 g (1 unidad)",165,66.0,15.0,0.0,2.0,7.0,7.0
2024-05-19,dinner,"Air Frier Asian Chicken, 1.8 serving",1.8,536.0,16.0,17.0,76.0,1499.0,10.0
2024-05-19,dinner,"Aguacate - Aguacate, 40 gram",40,64.0,3.0,6.0,1.0,3.0,0.0
2024-05-19,dinner,"Aceite Oliva - Aceite Oliva 7ml, 2 cucharadita de café (7ml)",2,120.0,0.0,14.0,0.0,0.0,0.0
2024-05-19,snacks,"Carrefour - Barritas Cereales Avellana, 1 barrita",1,85.0,13.0,3.0,2.0,120.0,5.0
2024-05-20,breakfast,"Hacendado - Salvado de Avena, 50 g",50,179.0,22.0,4.0,9.0,0.0,1.0
2024-05-20,breakfast,"Biotech Usa - Iso Whey Zero, 25 grammi",25,93.0,1.0,0.0,21.0,0.0,0.0
2024-05-20,breakfast,"Elma - Canela em pó, 2.5 gr",2.5,7.0,2.0,0.0,0.0,1.0,0.0
2024-05-20,lunch,"Ensalada Polllo Ofi Bain, 1.2 serving",1.2,667.0,29.0,42.0,45.0,80.0,8.0
2024-05-20,dinner,"Vino Blanco - vino blanco, 375 ml",375,363.0,11.0,0.0,0.0,0.0,0.0
2024-05-20,dinner,"Thermomix - Arroz Con Costillas, 1.5 PLATO",1.5,632.0,98.0,17.0,33.0,17.0,0.0
2024-05-21,breakfast,"Roig - Clara de huevo, 125 gr",125,63.0,1.0,1.0,13.0,0.0,1.0
2024-05-21,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-05-21,breakfast,"Smoked salmon, 60 gram",60,70.0,0.0,3.0,11.0,403.0,0.0
2024-05-21,breakfast,"pan cristal mercadona - pan cristal mercadona, 70 gramo",70,210.0,35.0,4.0,7.0,0.0,2.0
2024-05-21,lunch,"Gazpacho - Gazpacho Andaluz (Sin Pan), 250 ml",250,88.0,5.0,7.0,2.0,0.0,0.0
2024-05-21,lunch,"Pollo Plancha - Pollo Plancha, 250 gr",250,245.0,2.0,3.0,51.0,1763.0,0.0
2024-05-21,lunch,"Patatas - Hervidas, 170 gr",170,133.0,29.0,0.0,4.0,0.0,0.0
2024-05-21,lunch,"Fruta: Sandia C&T - Sandia, 130 g.",130,39.0,10.0,0.0,1.0,1.0,8.0
2024-05-21,dinner,"Sushi Combo Sudbury Farms - Sushi, 252 g",252,918.0,49.0,8.0,22.0,2754.0,9.0
2024-05-21,snacks,"Carrefour - Barritas Cereales Avellana, 1 barrita",1,85.0,13.0,3.0,2.0,120.0,5.0
2024-05-22,breakfast,"Roig - Clara de huevo, 30 gr",30,15.0,0.0,0.0,3.0,0.0,0.0
2024-05-22,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-05-22,breakfast,"Aceite oliva - Aceite, 0.4 cucharada (14gr)",0.4,50.0,0.0,6.0,0.0,0.0,0.0
2024-05-22,breakfast,"tomate rallado natural - tomate rallado natural, 2 rebanada",2,38.0,7.0,1.0,0.0,0.0,0.0
2024-05-22,breakfast,"Jamon de pavo - Jamon, 4 rebanada",4,144.0,2.0,5.0,20.0,1264.0,2.0
2024-05-22,breakfast,"Hacendado - Pan Integral, 100 gram",100,229.0,43.0,1.0,8.0,0.0,3.0
2024-05-22,lunch,"Salmorejo - Salmorejo, 1.5 taza",1.5,95.0,8.0,6.0,1.0,1.0,0.0
2024-05-22,lunch,"Cerdo Estofado, 0.75 bowl (2 cups)",0.75,425.0,48.0,12.0,33.0,411.0,4.0
2024-05-22,lunch,"Zanahorias Asadas, 0.8 taza",0.8,87.0,11.0,5.0,1.0,459.0,6.0
2024-05-22,dinner,"Mahou - Cerveza Mahou Tostada 0,0, 325 ml",325,34.0,8.0,0.0,0.0,0.0,4.0
2024-05-22,dinner,"Patatas - Hervidas, 90 gr",90,70.0,15.0,0.0,2.0,0.0,0.0
2024-05-22,dinner,"Wings - Wings air   Frier, 336 g",336,630.0,0.0,42.0,60.0,0.0,0.0
2024-05-22,snacks,"Solnuts - Almendra tostada , 25 gramo",25,150.0,1.0,13.0,6.0,0.0,0.0
2024-05-22,snacks,"Mollete antequerano - Mollete, 1 u",1,168.0,32.0,1.0,7.0,0.0,2.0
2024-05-22,snacks,"Jamon Serrano - Jamon Serrano Bellota, 20 gr",20,48.0,0.0,3.0,6.0,0.0,0.0
2024-05-22,snacks,"tomate rallado natural - tomate rallado natural, 1 rebanada",1,19.0,4.0,1.0,0.0,0.0,0.0
2024-05-22,snacks,"Aceite Oliva - Aceite Oliva 7ml, 1.5 cucharadita de café (7ml)",1.5,90.0,0.0,11.0,0.0,0.0,0.0
2024-05-23,breakfast,"Hacendado - Salvado de Avena, 50 g",50,179.0,22.0,4.0,9.0,0.0,1.0
2024-05-23,breakfast,"Biotech Usa - Iso Whey Zero, 50 grammi",50,186.0,3.0,1.0,42.0,0.0,0.0
2024-05-23,lunch,"Pan - Pan Blanco ✓, 60 g",60,153.0,33.0,0.0,4.0,300.0,3.0
2024-05-23,lunch,"Ensalada Polllo Ofi Bain, 0.8 serving",0.8,444.0,19.0,28.0,30.0,53.0,5.0
